#,Release Date,Title,Instructor,Price,Product Type,Tags,URL
2607,2024-06-14,"Systematically Attacking The Guillotine by Gordon Ryan","Gordon Ryan",349.00,"COMBO","above-100, above-130, above-160, above-200, above-250, above-280, above-30, above-60, bestsellers-new, Facebook, featured-bestsellers, Fighter_Gordon Ryan, MC_Submissions, New, NFT, SC_Submissions_Chokes, Show_More_App, TopBestSeller, trending-now",https://bjjfanatics.com/products/systematically-attacking-the-guillotine-by-gordon-ryan
2608,2024-06-14,"Ankle Pick Anthology by Keelon Jimison","Keelon Jimison",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Keelon Jimison, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/ankle-pick-anthology-by-keelon-jimison
2609,2024-06-14,"Leg Ride Logistics by Evan Wick","Evan Wick",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Evan Wick, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/leg-ride-logistics-by-evan-wick
2610,2024-06-18,"Mat Return: Getting Back To The Mats After an Injury by Michael Piekarski and Eugene Tsozik","Michael Piekarski and Eugene Tsozik",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Eugene Tsozik, Fighter_Michael Piekarski, New, Show_More_App",https://bjjfanatics.com/products/mat-return-by-michael-piekarski-and-eugene-tsozik
2611,2024-06-18,"DK Style: The Art of Setting Up Takedowns to Effective Submissions and Leg Locksby Danielle Kelly","Danielle Kelly",109.00,"COMBO","above-100, above-130, above-30, above-60, best_sellers_two_years, Facebook, featured-bestsellers, Fighter_Danielle Kelly, MC_Submissions, New, Show_More_App",https://bjjfanatics.com/products/locked-in-chaining-passes-to-leg-locks-submissions-by-danielle-kelly
2612,2024-06-21,"Smash or Pass: Knee Cut The World by Santeri Lilius","Santeri Lilius",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Santeri Lilius, MC_Guard_Passing, New, Show_More_App",https://bjjfanatics.com/products/smash-or-pass-knee-cut-the-world-by-santeri-lilius
2613,2024-06-21,"Outlaw Tactics: Dominate From Takedown To Submission by Sidney Outlaw","Sidney Outlaw",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Sidney Outlaw, New, Show_More_App",https://bjjfanatics.com/products/outlaw-tactics-dominate-from-takedown-to-submission-by-sidney-outlaw
2614,2024-06-22,"Dismantling And Passing The Half Guard: Half Guard Top by Professor Henry Akins","Henry Akins",279.00,"COMBO","above-100, above-130, above-160, above-200, above-250, above-30, above-60, bestsellers-new, Facebook, featured-bestsellers, Fighter_Henry Akins, MC_Guard_Passing, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/dismantling-and-passing-the-half-guard-half-guard-top-by-professor-henry-akins
2615,2024-06-22,"Half Guard Retention and Sweeps: Half Guard Bottom by Professor Henry Akins","Henry Akins",279.00,"COMBO","above-100, above-130, above-160, above-200, above-250, above-30, above-60, bestsellers-new, Facebook, featured-bestsellers, Fighter_Henry Akins, MC_Guard, New, SC_Guard_Half_Guard, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/half-guard-retention-and-sweeps-half-guard-bottom-by-professor-henry-akins
2616,2024-06-22,"Turning Defensive Cycles Into Offensive Cycles by Chris Paines","Chris Paines",79.00,"COMBO","above-30, above-60, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Chris Paines, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/turning-defensive-cycles-into-offensive-cycles-by-chris-paines
2617,2024-06-22,"Gracie Fundamentals Bundle by Rayron Gracie","Rayron Gracie",788.00,"COMBO","above-100, above-130, above-160, above-200, above-250, above-280, above-30, above-350, above-400, above-60, bestsellers-new, Bundle, Facebook, Fighter_Rayron Gracie, MC_Fundamentals, New, Show_More_App",https://bjjfanatics.com/products/gracie-fundamentals-bundle-by-rayron-gracie
2618,2024-06-25,"Universal Throws and Tactics by Bobby Rich","Bobby Rich",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Bobby Rich, MC_Judo, New, Show_More_App",https://bjjfanatics.com/products/universal-throws-and-tactics-by-bobby-rich
2619,2024-06-25,"Judo Fundamentals: Building Strong Foundations by Bobby Rich","Bobby Rich",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Bobby Rich, MC_Judo, New, new_and_popular, Show_More_App",https://bjjfanatics.com/products/judo-fundamentals-building-strong-foundations-by-bobby-rich
2620,2024-06-25,"De La X: Sweeps, Back Takes and Submissions by Felipe Simplicio","Felipe Simplicio",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, featured-bestsellers, Fighter_Felipe Simplicio, MC_Guard, New, SC_Guard_De_La_Riva_Guard, SC_Guard_Single_Leg_X_Guard, SC_Guard_X_Guard, Show_More_App",https://bjjfanatics.com/products/de-la-x-sweeps-back-takes-and-submissions-by-felipe-simplicio
2621,2024-06-25,"Leg Lock Destruction by Kyle Boehm","Kyle Boehm",99.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Kyle Boehm, MC_Submissions, New, Show_More_App",https://bjjfanatics.com/products/leg-lock-destruction-by-kyle-boehm
2622,2024-06-29,"Fundamentals To Master: No Gi Offense - Stand Up & Passing by Xande Ribeiro","Xande Ribeiro",147.00,"COMBO","above-100, above-130, above-30, above-60, Facebook, featured-bestsellers, Fighter_Xande Ribeiro, MC_Guard_Passing, New, Show_More_App",https://bjjfanatics.com/products/fundamentals-to-master-no-gi-offense-stand-up-passing-by-xande-ribeiro
2623,2024-06-29,"Fundamentals To Master: No Gi Offense - Guard & Submissions by Xande Ribeiro","Xande Ribeiro",147.00,"COMBO","above-100, above-130, above-30, above-60, bestsellers-new, Facebook, featured-bestsellers, Fighter_Xande Ribeiro, MC_Guard_Passing, New, new_and_popular, Show_More_App",https://bjjfanatics.com/products/fundamentals-to-master-no-gi-offense-guard-submissions-by-xande-ribeiro
2624,2024-06-29,"Fundamentals To Master: No Gi Defense by Xande Ribeiro","Xande Ribeiro",147.00,"COMBO","above-100, above-130, above-30, above-60, bestsellers-new, Facebook, featured-bestsellers, Fighter_Xande Ribeiro, MC_Escapes, New, new_and_popular, Show_More_App",https://bjjfanatics.com/products/fundamentals-to-master-no-gi-defense-by-xande-ribeiro
2625,2024-06-29,"Introduction to Grab Attacks by David Heineman","David Heineman",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, featured-bestsellers, Fighter_David Heineman, MC_Takedowns, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/introduction-to-grab-attacks-by-david-heineman
2626,2024-06-29,"Competition Tested Bottom Game by Tomer Alroy","Tomer Alroy",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, featured-bestsellers, Fighter_Tomer Alroy, MC_Guard, New, SC_Guard_Closed_Guard, SC_Guard_Half_Guard, Show_More_App",https://bjjfanatics.com/products/competition-tested-bottom-game-by-tomer-alroy
2627,2024-06-29,"From Russia With Force: Gold Medal Takedown Mastery by Sergei Beloglazov","Sergei Beloglazov",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Sergei Beloglazov, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/from-russia-with-force-gold-medal-takedown-mastery-by-sergei-beloglazov
2628,2024-06-29,"World Class Legal Leg Locks by Jaine Fragoso","Jane Fragoso",99.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Jaine Fragoso, MC_Submissions, New, Show_More_App",https://bjjfanatics.com/products/world-class-legal-leg-locks-by-jaine-fragoso
2629,2024-06-29,"Secrets of The Single Leg by Joao Nicolite","Joao Nicolite",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Joao Nicolite, MC_Takedowns, New, SC_Takedowns_No_Gi_Takedowns, Show_More_App",https://bjjfanatics.com/products/secrets-of-the-single-leg-by-joao-nicolite
2630,2024-07-01,"Cross My Heart and Hope To Ashi by Kade Tsitos","Kade Tsitos",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Kade Tsitos, MC_Submissions, New, SC_Submission_Foot_&_Leg_Attacks, Show_More_App",https://bjjfanatics.com/products/cross-my-heart-and-hope-to-ashi-by-kade-tsitos
2631,2024-07-01,"The Undisclosed by David Dunn","David Dunn",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_David Dunn, New, Show_More_App",https://bjjfanatics.com/products/the-undisclosed-by-david-dunn
2632,2024-07-02,"Master The Move: Arm Drags by John Danaher","John Danaher",197.00,"COMBO","above-100, above-130, above-160, above-30, above-60, bestsellers-new, Facebook, featured-bestsellers, Fighter_John Danaher, level-3, MC_Guard, MC_Takedowns, New, SC_Takedowns_No_Gi_Takedowns, Show_More_App, TopBestSeller, trending-now",https://bjjfanatics.com/products/master-the-move-arm-drags-by-john-danaher
2633,2024-07-04,"The Polish Power System Bundle By Adam Wardzinski","Adam Wardzinski",399.00,"COMBO","above-100, above-130, above-160, above-200, above-250, above-280, above-30, above-350, above-400, above-60, bestsellers-new, Bundle, Facebook, featured-bestsellers, Fighter_Adam Wardzinski, level-3, New, Show_More_App",https://bjjfanatics.com/products/the-polish-power-system-bundle-by-adam-wardzinski
2634,2024-07-04,"Modern Guards Re-Introduced Bundle by Adam Wardzinski","Adam Wardzinski",249.00,"COMBO","above-100, above-130, above-160, above-200, above-30, above-60, Bundle, Facebook, Fighter_Adam Wardzinski, level-3, New, Show_More_App",https://bjjfanatics.com/products/modern-guards-re-introduced-bundle-by-adam-wardzinski
2635,2024-07-04,"Down Under Leg Locks Bundle by Craig Jones","Craig Jones",667.00,"COMBO","above-100, above-130, above-160, above-200, above-250, above-280, above-30, above-350, above-400, above-60, bestsellers-new, Bundle, Facebook, featured-bestsellers, Fighter_Craig Jones, MC_Submissions, New, SC_Submission_Foot_&_Leg_Attacks, Show_More_App",https://bjjfanatics.com/products/down-under-leg-locks-bundle-by-craig-jones
2636,2024-07-04,"The Down Under Top Game Bundle by Craig jones","Craig Jones",369.00,"COMBO","above-100, above-130, above-160, above-200, above-250, above-280, above-30, above-350, above-60, bestsellers-new, Bundle, Facebook, featured-bestsellers, Fighter_Craig Jones, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/the-craig-jones-top-game-bundle-by-craig-jones
2637,2024-07-04,"The Down Under Bottom Game Bundle by Craig Jones","Craig Jones",599.00,"COMBO","above-100, above-130, above-160, above-200, above-250, above-280, above-30, above-350, above-400, above-60, bestsellers-new, Bundle, Facebook, featured-bestsellers, Fighter_Craig Jones, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/the-craig-jones-bottom-game-bundle-by-craig-jones
2638,2024-07-07,"Dynamic Defense: Turning Opponents Attacks Into Position, Points, and Pins by Sammy Sasso","Sammy Sasso",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Sammy Sasso, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/dynamic-defense-turning-opponents-attacks-into-position-points-and-pins-by-sammy-sasso
2639,2024-07-07,"No Gi Judo: Foot Sweeps and Trips by Shintaro Higashi","Shintaro Higashi",79.00,"COMBO","above-30, above-60, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Shintaro Higashi, MC_Judo, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/no-gi-judo-foot-sweeps-and-trips-by-shintaro-higashi
2640,2024-07-07,"No-Gi Judo Throws by Shintaro Higashi","Shintaro Higashi",79.00,"COMBO","above-30, above-60, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Shintaro Higashi, MC_Judo, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/no-gi-judo-throws-by-shintaro-higashi
2641,2024-07-07,"First To Learn First To Master: Trap & Roll by Ryan Scialoia","Ryan Scialoia",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Ryan Scialoia, MC_Fundamentals, New, Show_More_App",https://bjjfanatics.com/products/first-to-learn-first-to-master-trap-roll-by-ryan-scialoia
2642,2024-07-07,"Underhook Masterclass by Aaron Brooks","Aaron Brooks",99.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, featured-bestsellers, Fighter_Aaron Brooks, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/underhook-masterclass-by-aaron-brooks
2643,2024-07-07,"Takedown Mastery by Aaron Brooks","Aaron Brooks",97.00,"COMBO","above-100, above-30, above-60, best_sellers_two_years, Facebook, Fighter_aaron Brooks, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/takedown-mastery-by-aaron-brooks
2644,2024-07-07,"Underhooked on a Feeling by Charles Negromonte","Charles Negromonte",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Charles Negromonte, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/underhooked-on-a-feeling-by-charles-negromonte
2645,2024-07-07,"Death From Side Control by Sebastian Brosche","Sebastian Brosche",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Sebastian Brosche, MC_Side_Control_Attacks, New, Show_More_App",https://bjjfanatics.com/products/death-from-side-control-by-sebastian-brosche
2646,2024-07-07,"Ankle Pick Logistics by Evan Wick","Evan Wick",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Evan Wick, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/ankle-pick-logistics-by-evan-wick
2647,2024-07-07,"How To Lose Friends Through Wrist Locks by Scott Taylor","Scott Taylor",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, featured-bestsellers, Fighter_Scott Taylor, MC_Submissions, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/how-to-lose-friends-through-wrist-locks-by-scott-taylor
2648,2024-07-07,"Only Way Out: Dynamic Pin Escapes by Brian Glick","Brian Glick",197.00,"COMBO","above-100, above-130, above-160, above-30, above-60, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Brian Glick, MC_Escapes, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/only-way-out-dynamic-pin-escapes-by-brian-glick
2649,2024-07-07,"Fundamentals of Guard Passing by Kron Gracie","Kron Gracie",217.00,"COMBO","above-100, above-130, above-160, above-200, above-30, above-60, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Kron Gracie, MC_Guard_Passing, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/fundamentals-of-guard-passing-by-kron-gracie
2650,2024-07-10,"Fix Your Fundamentals: Closed Guard by Jared Welman","Jared Welman",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Jared Welman, MC_Fundamentals, New, Show_More_App",https://bjjfanatics.com/products/fix-your-fundamentals-closed-guard-by-jared-welman
2651,2024-07-10,"Lockdown 101: Quickstart Guide To Success by Cameron Mellott","Cameron Mellott",79.00,"COMBO","above-30, above-60, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Cameron Mellott, MC_Guard, New, SC_Guard_Half_Guard, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/lockdown-101-quickstart-guide-to-success-by-cameron-mellott
2652,2024-07-10,"The Trinity of Guard Passing by Josh Mckinney","josh mckinney",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Josh McKinney, MC_Guard_Passing, New, Show_More_App",https://bjjfanatics.com/products/the-trinity-of-guard-passing-by-josh-mckinney
2653,2024-07-12,"Art of Dilemmas: Ankle Picks and LegLocks by Nick Ronan","Nick Ronan",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, featured-bestsellers, Fighter_Nick Ronan, MC_Submissions, MC_Takedowns, New, SC_Takedowns_No_Gi_Takedowns, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/art-of-dilemmas-ankle-picks-and-leglocks-by-nick-ronan
2654,2024-07-12,"Elite Wrestling Tactics: The Ultimate Guide To Takedown Offense & Defense Mastery by Rocco Welsh","Rocco Welsh",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Rocco Welsh, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/elite-wrestling-tactics-the-ultimate-guide-to-takedown-offense-defense-mastery-by-rocco-welsh
2655,2024-07-12,"Dominating Front Headlocks and Go Behinds by Youssif Hemida","Youssif Hemida",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Youssif Hemida, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/dominating-front-headlocks-and-go-behinds-by-youssif-hemida
2656,2024-07-15,"Control and Conquer: Mastering Snap Downs and 2 on 1 Offense by Carson Kharchla","Carson Kharchla",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Carson Kharchla, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/control-and-conquer-by-carson-kharchla
2657,2024-07-15,"Dominating Wrist Control - Clearing Ties & Generating 2 on 1 Attacks by Lenny Merkin","Lenny Merkin",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Lenny Merkin, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/dominating-wrist-control-clearing-ties-generating-2-on-1-attacks-by-lenny-merkin
2658,2024-07-15,"Catch Wrestling Turtle Encyclopedia: Attacking The Turtle by Joel Bane","Joel Bane",99.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, featured-bestsellers, Fighter_Joel Bane, MC_Back_Attacks, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/https-admin-shopify-com-store-bjj-fanatics-products-7195740143714
2659,2024-07-15,"Catch Wrestling Turtle Encyclopedia: Fighting From The Turtle by Joel Bane","Joel Bane",99.00,"COMBO","above-30, above-60, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Joel Bane, MC_Catch_Wrestling, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/https-admin-shopify-com-store-bjj-fanatics-products-7195741356130
2660,2024-07-15,"The Real Deal Catch Wrestling Double Wrist Lock by Joel Bane","Joel Bane",127.00,"COMBO","above-100, above-30, above-60, Facebook, featured-bestsellers, Fighter_Joel Bane, MC_Catch_Wrestling, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/https-admin-shopify-com-store-bjj-fanatics-products-7195743584354
2661,2024-07-15,"Jiu Jitsu For Old Guys: Fundamental Game Plan by Bernardo Faria","Bernardo Faria",197.00,"COMBO","above-100, above-130, above-160, above-30, above-60, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Bernardo Faria, level-2, MC_Fundamentals, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/jiu-jitsu-for-old-guys-fundamental-game-plan-by-bernardo-faria
2662,2024-07-19,"Forging The Guard: Mastering The Foundations of Half Guard by Giancarlo Bodoni","Giancarlo Bodoni",197.00,"COMBO","above-100, above-130, above-160, above-30, above-60, Facebook, featured-bestsellers, Fighter_Giancarlo Bodoni, MC_Guard, New, SC_Guard_Half_Guard, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/https-admin-shopify-com-store-bjj-fanatics-products-7198370267234
2663,2024-07-20,"Leg Locks for Short Kings by Owen Jones","Owen Jones",79.00,"COMBO","above-30, above-60, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Owen Jones, MC_Submissions, New, SC_Submission_Foot_&_Leg_Attacks, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/https-admin-shopify-com-store-bjj-fanatics-products-7198987255906
2664,2024-07-20,"Rumble Passing: BJJ Trendsetters by Dima Murovanni","Dima Murovanni",127.00,"COMBO","above-100, above-30, above-60, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Dima Murovanni, MC_Guard_Passing, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/rumble-passing-bjj-trendsetters-by-dima-murovanni
2665,2024-07-20,"Kill The Collar Tie: BJJ Trendsetters by Dima Murovanni","Dima Murovanni",127.00,"COMBO","above-100, above-30, above-60, bestsellers-new, Facebook, featured-bestsellers, Fighter_Dima Murovanni, MC_Takedowns, New, SC_Takedowns_No_Gi_Takedowns, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/kill-the-collar-tie-bjj-trendsetters-by-dima-murovanni
2666,2024-07-20,"Tripod Passing: Beating Inside Position by Jozef Chen","Jozef Chen",127.00,"COMBO","above-100, above-30, above-60, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Jozef Chen, New, Show_More_App, TopBestSeller, trending-now",https://bjjfanatics.com/products/tripod-passing-beating-inside-position-by-jozef-chen
2667,2024-08-03,"Modern MMA Footwork: Range Control, Setups & Takedowns by Richie Van Houten","Richie Van Houten",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Richie Van Houten, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/modern-mma-footwork-range-control-setups-takedowns-by-richie-van-houten
2668,2024-08-03,"Knee Tap Series by Sam Schwartzapfel","Sam Schwartzapfel",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Sam Schwartzapfel, New, Show_More_App",https://bjjfanatics.com/products/knee-tap-series-by-sam-schwartzapfel
2669,2024-08-03,"The Husar Trap by Mariusz Domasat","Mariusz Domasat",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Mariusz Domasat, New, Show_More_App",https://bjjfanatics.com/products/the-husar-trap-by-mariusz-domasat
2670,2024-08-03,"Top Control Total Domination by Mariusz Domasat","Mariusz Domasat",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Mariusz Domasat, MC_Guard_Passing, New, Show_More_App",https://bjjfanatics.com/products/top-control-total-domination-by-mariusz-domasat
2671,2024-08-03,"Forging The Guard: Mastering The Foundations of Ashi Garami by Giancarlo Bodoni","Giancarlo Bodoni",197.00,"COMBO","above-100, above-130, above-160, above-30, above-60, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Giancarlo Bodoni, MC_Guard, New, SC_Guard_50/50, SC_Guard_Butterfly_Guard, SC_Guard_Single_Leg_X_Guard, SC_Guard_X_Guard, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/efficiently-executing-ashi-garami-by-giancarlo-bodoni
2672,2024-08-03,"Forging The Guard: Mastering The Foundations of X-Guard by Giancarlo Bodoni","Giancarlo Bodoni",197.00,"COMBO","above-100, above-130, above-160, above-30, above-60, bestsellers-new, Facebook, featured-bestsellers, Fighter_Giancarlo Bodoni, MC_Guard, New, SC_Guard_Butterfly_Guard, SC_Guard_Single_Leg_X_Guard, SC_Guard_X_Guard, Show_More_App",https://bjjfanatics.com/products/efficiently-executing-x-guard-by-giancarlo-bodoni
2673,2024-08-05,"Systematically Attacking The Scrimmage: Beginners Guide To Success by Gordon Ryan","Gordon Ryan",349.00,"COMBO","above-100, above-130, above-160, above-200, above-250, above-280, above-30, above-60, bestsellers-new, Facebook, featured-bestsellers, Fighter_Gordon Ryan, MC_Guard_Passing, MC_Submissions, MC_Takedowns, New, NFT, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/systematically-attacking-the-scrimmage-beginners-guide-to-success-by-gordon-ryan
2674,2024-08-11,"Whizzer Domination: Turn Defensive Position Into Offensive Points by Dan Vallimont","Dan Vallimont",79.00,"COMBO","above-30, above-60, Facebook, Fighter_Dan Vallimont, MC_Wrestling, New, Show_More_App",https://bjjfanatics.com/products/whizzer-domination-turn-defensive-position-into-offensive-points-by-dan-vallimont
2675,2024-08-11,"Slicers & Scarecrows by RJ Navarette","RJ Navarette",79.00,"COMBO","above-30, above-60, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_RJ Navarette, MC_Submissions, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/slicers-scarecrows-by-rj-navarette
2676,2024-08-14,"BJJ Foundations Bundle by Mikey Musumeci","Mikey Musumeci",327.00,"COMBO","above-100, above-130, above-160, above-200, above-250, above-280, above-30, above-60, bestsellers-new, Bundle, Facebook, featured-bestsellers, Fighter_Mikey Musumeci, New, Show_More_App",https://bjjfanatics.com/products/bjj-foundations-bundle-by-mikey-musumeci
2677,2024-08-14,"The Berimbolo System Bundle by Mikey Musumeci","Mikey Musumeci",647.00,"COMBO","above-100, above-130, above-160, above-200, above-250, above-280, above-30, above-350, above-400, above-60, bestsellers-new, Bundle, Facebook, featured-bestsellers, Fighter_Mikey Musumeci, MC_Guard, New, SC_Guard_De_La_Riva_Guard, SC_Guard_Guard_Retention, Show_More_App",https://bjjfanatics.com/products/the-berimbolo-system-bundle-by-mikey-musumeci
2678,2024-08-14,"Killing The Guard Bundle by Andre Galvao","Andre Galvao",397.00,"COMBO","above-100, above-130, above-160, above-200, above-250, above-280, above-30, above-350, above-60, Bundle, Facebook, Fighter_Andre Galvao, MC_Guard, New, Show_More_App",https://bjjfanatics.com/products/killing-the-guard-bundle-by-andre-galvao
2679,2024-08-14,"The Galvao Guard Bundle by Andre Galvao","Andre Galvao",247.00,"COMBO","above-100, above-130, above-160, above-200, above-30, above-60, Bundle, Facebook, Fighter_Andre Galvao, MC_Guard, New, Show_More_App",https://bjjfanatics.com/products/the-galvao-guard-bundle-by-andre-galvao
2680,2024-08-14,"BJJ Basics Bundle by Travis Stevens","Travis Stevens",157.00,"COMBO","above-100, above-130, above-30, above-60, Bundle, Facebook, Fighter_Travis Stevens, New, Show_More_App",https://bjjfanatics.com/products/bjj-basics-bundle-by-travis-stevens
2681,2024-08-14,"Side Control & North South Top Mastery by Rayron Gracie","Rayron Gracie",197.00,"COMBO","above-100, above-130, above-160, above-30, above-60, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Rayron Gracie, MC_Mount_Attacks, MC_Side_Control_Attacks, New, Show_More_App",https://bjjfanatics.com/products/side-control-north-south-top-mastery-by-rayron-gracie
2682,2024-08-15,"Kill The Underhook by Dima Murovanni","Dima Murovanni",127.00,"COMBO","above-100, above-30, above-60, bestsellers-new, Facebook, featured-bestsellers, Fighter_Dima Murovanni, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/kill-the-underhook-by-dima-murovanni
2683,2024-08-15,"Trendsetters: Master The Split Squat by Dima Murovanni","Dima Murovanni",127.00,"COMBO","above-100, above-30, above-60, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Dima Murovanni, MC_Guard_Passing, New, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/trendsetters-master-the-split-squat-by-dima-murovanni
2684,2024-08-21,"Down Right Sloppy Jiu Jitsu Bundle by Eoghan O'Flanagan","Eoghan O'Flanagan",427.00,"COMBO","above-100, above-130, above-160, above-200, above-250, above-280, above-30, above-350, above-400, above-60, Bundle, Facebook, Fighter_Eoghan O'Flanagan, New, Show_More_App",https://bjjfanatics.com/products/down-right-sloppy-jiu-jitsu-bundle-by-eoghan-oflanagan
2685,2024-08-23,"Advanced Immortal Clinch by Matt Brown","Matt Brown",99.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Matt Brown, MC_Striking, New, Show_More_App",https://bjjfanatics.com/products/advanced-immortal-clinch-by-matt-brown
2686,2024-08-29,"Mastering the Ankle and Aoki Lock by Jett Thompson","Jett Thompson",79.00,"COMBO","above-30, above-60, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Jett Thompson, MC_Submissions, New, SC_Submission_Foot_&_Leg_Attacks, Show_More_App, TopBestSeller",https://bjjfanatics.com/products/mastering-the-ankle-and-aoki-lock-by-jett-thompson
